,longitude,latitude,day,month,year,native,species,DOY,geometry,ClimateDivision
18060,-116.128,32.701,10,04,2009,no,Brassica tournefortii Gouan,100,POINT (-116.128 32.701),7
18061,-116.234,33.294,30,01,2005,no,Brassica tournefortii Gouan,30,POINT (-116.234 33.294),7
18062,-116.034,33.327,12,03,2009,no,Brassica tournefortii Gouan,71,POINT (-116.034 33.327),7
18063,-119.526,33.248,11,04,2000,no,Brassica tournefortii Gouan,102,POINT (-119.526 33.248),6
18065,-118.368,32.831,24,12,2011,no,Brassica tournefortii Gouan,358,POINT (-118.368 32.831),6
18066,-119.522,33.243,07,04,1999,no,Brassica tournefortii Gouan,97,POINT (-119.522 33.243),6
18067,-118.372,32.833,10,01,2008,no,Brassica tournefortii Gouan,10,POINT (-118.372 32.833),6
18068,-119.54,33.254,23,03,2000,no,Brassica tournefortii Gouan,83,POINT (-119.54 33.254),6
18069,-118.422,32.831,09,01,2010,no,Brassica tournefortii Gouan,9,POINT (-118.422 32.831),6
18071,-119.49,33.251,17,03,1999,no,Brassica tournefortii Gouan,76,POINT (-119.49 33.251),6
18074,-116.046,33.29,26,03,2008,no,Brassica tournefortii Gouan,86,POINT (-116.046 33.29),7
18085,-117.706,33.463,13,06,2003,no,Brassica tournefortii Gouan,164,POINT (-117.706 33.463),6
18086,-119.525,33.248,17,03,1999,no,Brassica tournefortii Gouan,76,POINT (-119.525 33.248),6
18087,-119.522,33.243,07,04,1999,no,Brassica tournefortii Gouan,97,POINT (-119.522 33.243),6
18091,-115.727,34.061,25,02,2016,no,Brassica tournefortii Gouan,56,POINT (-115.727 34.061),7
18093,-116.467,34.271,23,02,2016,no,Brassica tournefortii Gouan,54,POINT (-116.467 34.271),7
18094,-114.943,34.021,21,02,2010,no,Brassica tournefortii Gouan,52,POINT (-114.943 34.021),7
18098,-115.904,32.89,16,03,2015,no,Brassica tournefortii Gouan,75,POINT (-115.904 32.89),7
18099,-114.978,34.153,23,03,2010,no,Brassica tournefortii Gouan,82,POINT (-114.978 34.153),7
18100,-115.2,32.945,14,03,2015,no,Brassica tournefortii Gouan,73,POINT (-115.2 32.945),7
18101,-116.221,32.873,18,03,2015,no,Brassica tournefortii Gouan,77,POINT (-116.221 32.873),7
18102,-116.468,34.273,16,04,2014,no,Brassica tournefortii Gouan,106,POINT (-116.468 34.273),7
18103,-115.871,35.2,19,02,2015,no,Brassica tournefortii Gouan,50,POINT (-115.871 35.2),7
18104,-116.022,34.672,14,01,2014,no,Brassica tournefortii Gouan,14,POINT (-116.022 34.672),7
18105,-117.709,34.107,08,03,2012,no,Brassica tournefortii Gouan,68,POINT (-117.709 34.107),6
18106,-115.25,33.207,04,03,2016,no,Brassica tournefortii Gouan,64,POINT (-115.25 33.207),7
18107,-115.198,33.214,05,03,2016,no,Brassica tournefortii Gouan,65,POINT (-115.198 33.214),7
18108,-117.504,33.482,06,05,2014,no,Brassica tournefortii Gouan,126,POINT (-117.504 33.482),6
18109,-115.194,33.213,05,03,2016,no,Brassica tournefortii Gouan,65,POINT (-115.194 33.213),7
18110,-117.711,33.706,28,02,2011,no,Brassica tournefortii Gouan,59,POINT (-117.711 33.706),6
18111,-116.108,32.648,12,03,2008,no,Brassica tournefortii Gouan,72,POINT (-116.108 32.648),7
18112,-119.23,34.261,12,03,2014,no,Brassica tournefortii Gouan,71,POINT (-119.23 34.261),6
18113,-115.309,33.789,22,03,2012,no,Brassica tournefortii Gouan,82,POINT (-115.309 33.789),7
18114,-115.484,33.501,09,03,2015,no,Brassica tournefortii Gouan,68,POINT (-115.484 33.501),7
18115,-115.217,34.067,06,04,2011,no,Brassica tournefortii Gouan,96,POINT (-115.217 34.067),7
18116,-115.288,33.262,06,03,2015,no,Brassica tournefortii Gouan,65,POINT (-115.288 33.262),7
18117,-117.119,32.536,13,03,2013,no,Brassica tournefortii Gouan,72,POINT (-117.119 32.536),6
18118,-116.001,32.72,03,03,2013,no,Brassica tournefortii Gouan,62,POINT (-116.001 32.72),7
18119,-118.329,34.123,22,04,2013,no,Brassica tournefortii Gouan,112,POINT (-118.329 34.123),6
18120,-117.438,33.742,18,04,2014,no,Brassica tournefortii Gouan,108,POINT (-117.438 33.742),6
18121,-115.924,33.588,15,03,2012,no,Brassica tournefortii Gouan,75,POINT (-115.924 33.588),7
18122,-114.826,34.026,01,04,2010,no,Brassica tournefortii Gouan,91,POINT (-114.826 34.026),7
18123,-115.196,32.969,28,02,2013,no,Brassica tournefortii Gouan,59,POINT (-115.196 32.969),7
18124,-115.623,34.065,03,04,2010,no,Brassica tournefortii Gouan,93,POINT (-115.623 34.065),7
18125,-115.224,33.417,22,03,2013,no,Brassica tournefortii Gouan,81,POINT (-115.224 33.417),7
18126,-115.858,33.128,01,03,2013,no,Brassica tournefortii Gouan,60,POINT (-115.858 33.128),7
18127,-116.678,34.021,12,04,2010,no,Brassica tournefortii Gouan,102,POINT (-116.678 34.021),7
18128,-117.439,33.969,24,03,2004,no,Brassica tournefortii Gouan,84,POINT (-117.439 33.969),6
18129,-120.525,35.052,11,02,2004,no,Brassica tournefortii Gouan,42,POINT (-120.525 35.052),4
18130,-117.43,33.737,02,04,2013,no,Brassica tournefortii Gouan,92,POINT (-117.43 33.737),6
18131,-114.766,33.491,28,02,2013,no,Brassica tournefortii Gouan,59,POINT (-114.766 33.491),7
18132,-114.746,33.491,28,02,2013,no,Brassica tournefortii Gouan,59,POINT (-114.746 33.491),7
18133,-117.306,33.986,25,02,2004,no,Brassica tournefortii Gouan,56,POINT (-117.306 33.986),6
18134,-114.765,34.876,12,03,2011,no,Brassica tournefortii Gouan,71,POINT (-114.765 34.876),7
18135,-117.272,33.74,22,03,2011,no,Brassica tournefortii Gouan,81,POINT (-117.272 33.74),6
18136,-116.27,33.223,20,03,2008,no,Brassica tournefortii Gouan,80,POINT (-116.27 33.223),7
18137,-117.326,33.967,03,01,2012,no,Brassica tournefortii Gouan,3,POINT (-117.326 33.967),6
18138,-115.634,34.59,08,03,2011,no,Brassica tournefortii Gouan,67,POINT (-115.634 34.59),7
18139,-116.715,34.83,24,02,2011,no,Brassica tournefortii Gouan,55,POINT (-116.715 34.83),7
18140,-117.318,33.71,30,03,2011,no,Brassica tournefortii Gouan,89,POINT (-117.318 33.71),6
18141,-115.849,33.185,21,02,2011,no,Brassica tournefortii Gouan,52,POINT (-115.849 33.185),7
18142,-115.555,34.603,06,03,2011,no,Brassica tournefortii Gouan,65,POINT (-115.555 34.603),7
18143,-114.65,34.871,17,03,2011,no,Brassica tournefortii Gouan,76,POINT (-114.65 34.871),7
18144,-116.78,34.939,15,03,2011,no,Brassica tournefortii Gouan,74,POINT (-116.78 34.939),7
18145,-115.582,34.609,24,01,2011,no,Brassica tournefortii Gouan,24,POINT (-115.582 34.609),7
18146,-116.158,35.055,03,03,2011,no,Brassica tournefortii Gouan,62,POINT (-116.158 35.055),7
18147,-115.664,34.607,15,02,2011,no,Brassica tournefortii Gouan,46,POINT (-115.664 34.607),7
18148,-116.889,34.875,28,03,2011,no,Brassica tournefortii Gouan,87,POINT (-116.889 34.875),7
18149,-116.298,33.775,17,03,2008,no,Brassica tournefortii Gouan,77,POINT (-116.298 33.775),7
18150,-115.963,32.797,01,03,2010,no,Brassica tournefortii Gouan,60,POINT (-115.963 32.797),7
18151,-115.869,33.682,10,03,2009,no,Brassica tournefortii Gouan,69,POINT (-115.869 33.682),7
18152,-116.043,34.798,23,04,2010,no,Brassica tournefortii Gouan,113,POINT (-116.043 34.798),7
18153,-120.089,36.074,13,01,2010,no,Brassica tournefortii Gouan,13,POINT (-120.089 36.074),5
18154,-117.683,34.122,16,03,2009,no,Brassica tournefortii Gouan,75,POINT (-117.683 34.122),6
18155,-117.408,33.741,02,04,2010,no,Brassica tournefortii Gouan,92,POINT (-117.408 33.741),6
18156,-115.196,33.722,22,03,2010,no,Brassica tournefortii Gouan,81,POINT (-115.196 33.722),7
18157,-114.8,33.592,15,03,2010,no,Brassica tournefortii Gouan,74,POINT (-114.8 33.592),7
18158,-116.558,33.997,02,04,2001,no,Brassica tournefortii Gouan,92,POINT (-116.558 33.997),7
18159,-115.21,33.706,22,03,2010,no,Brassica tournefortii Gouan,81,POINT (-115.21 33.706),7
18160,-117.714,33.749,01,04,2008,no,Brassica tournefortii Gouan,92,POINT (-117.714 33.749),6
18161,-114.601,32.782,20,02,2010,no,Brassica tournefortii Gouan,51,POINT (-114.601 32.782),7
18162,-116.384,34.783,30,03,2009,no,Brassica tournefortii Gouan,89,POINT (-116.384 34.783),7
18163,-115.647,33.361,18,02,2010,no,Brassica tournefortii Gouan,49,POINT (-115.647 33.361),7
18164,-114.784,33.653,16,03,2010,no,Brassica tournefortii Gouan,75,POINT (-114.784 33.653),7
18165,-119.959,36.003,13,01,2010,no,Brassica tournefortii Gouan,13,POINT (-119.959 36.003),5
18166,-116.322,34.833,27,03,2009,no,Brassica tournefortii Gouan,86,POINT (-116.322 34.833),7
18167,-119.022,34.076,20,02,2009,no,Brassica tournefortii Gouan,51,POINT (-119.022 34.076),6
18168,-117.248,32.876,07,03,2008,no,Brassica tournefortii Gouan,67,POINT (-117.248 32.876),6
18169,-116.377,34.788,04,03,2009,no,Brassica tournefortii Gouan,63,POINT (-116.377 34.788),7
18170,-115.634,34.766,27,02,2008,no,Brassica tournefortii Gouan,58,POINT (-115.634 34.766),7
18171,-115.081,33.913,10,02,2005,no,Brassica tournefortii Gouan,41,POINT (-115.081 33.913),7
18172,-115.649,34.983,24,05,2007,no,Brassica tournefortii Gouan,144,POINT (-115.649 34.983),7
18173,-120.738,36.584,04,05,2008,no,Brassica tournefortii Gouan,125,POINT (-120.738 36.584),5
18174,-117.378,34.636,01,04,2008,no,Brassica tournefortii Gouan,92,POINT (-117.378 34.636),7
18175,-117.367,34.183,25,01,2006,no,Brassica tournefortii Gouan,25,POINT (-117.367 34.183),6
18176,-114.889,34.856,14,03,1998,no,Brassica tournefortii Gouan,73,POINT (-114.889 34.856),7
18177,-116.867,33.767,05,04,2004,no,Brassica tournefortii Gouan,96,POINT (-116.867 33.767),6
18178,-116.4,33.65,23,03,2003,no,Brassica tournefortii Gouan,82,POINT (-116.4 33.65),7
18179,-117.198,33.624,24,05,2006,no,Brassica tournefortii Gouan,144,POINT (-117.198 33.624),6
18180,-115.084,34.904,26,03,2006,no,Brassica tournefortii Gouan,85,POINT (-115.084 34.904),7
18181,-114.643,34.248,05,04,2003,no,Brassica tournefortii Gouan,95,POINT (-114.643 34.248),7
18182,-115.514,33.299,04,03,2005,no,Brassica tournefortii Gouan,63,POINT (-115.514 33.299),7
18183,-115.504,33.299,10,03,2005,no,Brassica tournefortii Gouan,69,POINT (-115.504 33.299),7
18184,-116.297,33.701,17,02,2005,no,Brassica tournefortii Gouan,48,POINT (-116.297 33.701),7
18185,-115.556,33.341,10,03,2005,no,Brassica tournefortii Gouan,69,POINT (-115.556 33.341),7
18186,-115.531,33.321,10,03,2005,no,Brassica tournefortii Gouan,69,POINT (-115.531 33.321),7
18187,-115.868,33.512,02,02,2005,no,Brassica tournefortii Gouan,33,POINT (-115.868 33.512),7
18188,-116.817,33.917,29,03,2005,no,Brassica tournefortii Gouan,88,POINT (-116.817 33.917),7
18189,-115.49,33.287,10,03,2005,no,Brassica tournefortii Gouan,69,POINT (-115.49 33.287),7
18190,-116.844,33.741,16,05,2005,no,Brassica tournefortii Gouan,136,POINT (-116.844 33.741),6
18191,-116.45,33.114,06,04,2002,no,Brassica tournefortii Gouan,96,POINT (-116.45 33.114),7
18192,-115.281,34.063,26,02,2005,no,Brassica tournefortii Gouan,57,POINT (-115.281 34.063),7
18193,-116.107,33.163,22,03,2004,no,Brassica tournefortii Gouan,82,POINT (-116.107 33.163),7
18194,-117.278,33.851,04,05,2005,no,Brassica tournefortii Gouan,124,POINT (-117.278 33.851),6
18195,-118.45,34.449,11,05,2005,no,Brassica tournefortii Gouan,131,POINT (-118.45 34.449),6
18196,-118.399,33.739,08,04,2005,no,Brassica tournefortii Gouan,98,POINT (-118.399 33.739),6
18197,-116.889,32.575,05,02,2005,no,Brassica tournefortii Gouan,36,POINT (-116.889 32.575),6
18198,-117.289,33.104,13,01,2005,no,Brassica tournefortii Gouan,13,POINT (-117.289 33.104),6
18199,-115.737,33.462,13,01,2005,no,Brassica tournefortii Gouan,13,POINT (-115.737 33.462),7
18200,-116.244,34.75,23,03,2004,no,Brassica tournefortii Gouan,83,POINT (-116.244 34.75),7
18201,-116.855,34.417,17,03,2004,no,Brassica tournefortii Gouan,77,POINT (-116.855 34.417),7
18202,-115.889,33.176,17,01,2005,no,Brassica tournefortii Gouan,17,POINT (-115.889 33.176),7
18203,-117.533,33.85,11,03,2004,no,Brassica tournefortii Gouan,71,POINT (-117.533 33.85),6
18204,-120.592,35.072,13,03,2004,no,Brassica tournefortii Gouan,73,POINT (-120.592 35.072),4
18205,-120.608,35.022,06,02,2004,no,Brassica tournefortii Gouan,37,POINT (-120.608 35.022),4
18206,-115.47,33.414,15,04,1989,no,Brassica tournefortii Gouan,105,POINT (-115.47 33.414),7
18207,-116.673,33.91,14,02,2004,no,Brassica tournefortii Gouan,45,POINT (-116.673 33.91),7
18208,-117.367,34.05,11,01,1997,no,Brassica tournefortii Gouan,11,POINT (-117.367 34.05),6
18209,-115.917,33.667,03,04,2001,no,Brassica tournefortii Gouan,93,POINT (-115.917 33.667),7
18210,-115.599,33.334,21,03,1992,no,Brassica tournefortii Gouan,81,POINT (-115.599 33.334),7
18211,-118.62,34.445,08,04,2003,no,Brassica tournefortii Gouan,98,POINT (-118.62 34.445),6
18212,-117.44,34.021,04,04,2003,no,Brassica tournefortii Gouan,94,POINT (-117.44 34.021),6
18213,-115.743,32.678,18,02,1973,no,Brassica tournefortii Gouan,49,POINT (-115.743 32.678),7
18214,-115.851,33.119,27,04,2001,no,Brassica tournefortii Gouan,117,POINT (-115.851 33.119),7
18215,-117.042,33.908,09,04,2002,no,Brassica tournefortii Gouan,99,POINT (-117.042 33.908),6
18216,-117.025,33.692,11,03,1998,no,Brassica tournefortii Gouan,70,POINT (-117.025 33.692),6
18217,-116.278,35.098,13,03,1998,no,Brassica tournefortii Gouan,72,POINT (-116.278 35.098),7
18218,-116.867,33.958,19,02,1998,no,Brassica tournefortii Gouan,50,POINT (-116.867 33.958),7
18219,-117.417,34.017,17,02,1998,no,Brassica tournefortii Gouan,48,POINT (-117.417 34.017),6
18220,-116.501,33.891,08,03,1994,no,Brassica tournefortii Gouan,67,POINT (-116.501 33.891),7
18221,-117.483,34.025,12,03,1997,no,Brassica tournefortii Gouan,71,POINT (-117.483 34.025),6
18222,-117.117,33.95,29,03,1994,no,Brassica tournefortii Gouan,88,POINT (-117.117 33.95),6
18223,-116.336,33.834,10,03,1994,no,Brassica tournefortii Gouan,69,POINT (-116.336 33.834),7
18224,-117.18,33.932,30,03,1995,no,Brassica tournefortii Gouan,89,POINT (-117.18 33.932),6
18225,-117.5,34.617,24,03,1996,no,Brassica tournefortii Gouan,84,POINT (-117.5 34.617),7
18226,-117.392,33.983,15,05,1994,no,Brassica tournefortii Gouan,135,POINT (-117.392 33.983),6
18227,-115.735,33.634,05,03,1995,no,Brassica tournefortii Gouan,64,POINT (-115.735 33.634),7
18228,-115.423,33.687,24,01,1998,no,Brassica tournefortii Gouan,24,POINT (-115.423 33.687),7
18229,-114.837,32.757,02,02,1998,no,Brassica tournefortii Gouan,33,POINT (-114.837 32.757),7
18230,-115.042,33.603,18,02,1998,no,Brassica tournefortii Gouan,49,POINT (-115.042 33.603),7
18231,-116.264,35.099,26,02,1998,no,Brassica tournefortii Gouan,57,POINT (-116.264 35.099),7
18232,-116.145,34.292,14,04,1992,no,Brassica tournefortii Gouan,105,POINT (-116.145 34.292),7
18233,-115.035,32.708,18,03,1998,no,Brassica tournefortii Gouan,77,POINT (-115.035 32.708),7
18234,-115.617,33.687,01,02,1998,no,Brassica tournefortii Gouan,32,POINT (-115.617 33.687),7
18235,-114.648,32.873,19,03,1998,no,Brassica tournefortii Gouan,78,POINT (-114.648 32.873),7
18236,-117.322,33.967,01,03,1997,no,Brassica tournefortii Gouan,60,POINT (-117.322 33.967),6
18237,-117.323,33.991,18,01,1988,no,Brassica tournefortii Gouan,18,POINT (-117.323 33.991),6
18238,-114.281,34.356,15,02,1986,no,Brassica tournefortii Gouan,46,POINT (-114.281 34.356),7
18239,-117.3,33.983,05,04,1989,no,Brassica tournefortii Gouan,95,POINT (-117.3 33.983),6
18240,-115.297,34.258,20,03,1977,no,Brassica tournefortii Gouan,79,POINT (-115.297 34.258),7
18241,-118.438,33.94,25,03,1986,no,Brassica tournefortii Gouan,84,POINT (-118.438 33.94),6
18242,-115.658,33.686,01,03,1986,no,Brassica tournefortii Gouan,60,POINT (-115.658 33.686),7
18243,-116.574,34.007,30,03,1973,no,Brassica tournefortii Gouan,89,POINT (-116.574 34.007),7
18244,-115.18,32.97,14,04,1980,no,Brassica tournefortii Gouan,105,POINT (-115.18 32.97),7
18245,-116.692,33.892,03,03,1985,no,Brassica tournefortii Gouan,62,POINT (-116.692 33.892),7
18246,-117.234,34.037,11,02,1988,no,Brassica tournefortii Gouan,42,POINT (-117.234 34.037),6
18247,-115.843,32.728,08,03,1986,no,Brassica tournefortii Gouan,67,POINT (-115.843 32.728),7
18248,-117.558,34.05,06,04,1989,no,Brassica tournefortii Gouan,96,POINT (-117.558 34.05),6
18249,-114.908,33.734,04,04,1992,no,Brassica tournefortii Gouan,95,POINT (-114.908 33.734),7
18250,-116.288,34.258,02,05,1991,no,Brassica tournefortii Gouan,122,POINT (-116.288 34.258),7
18251,-117.194,33.52,30,01,1988,no,Brassica tournefortii Gouan,30,POINT (-117.194 33.52),6
18252,-115.18,32.96,11,04,1969,no,Brassica tournefortii Gouan,101,POINT (-115.18 32.96),7
18253,-117.133,34.073,03,02,1967,no,Brassica tournefortii Gouan,34,POINT (-117.133 34.073),6
18254,-116.855,32.651,19,03,1982,no,Brassica tournefortii Gouan,78,POINT (-116.855 32.651),6
18255,-117.352,34.063,08,02,1973,no,Brassica tournefortii Gouan,39,POINT (-117.352 34.063),6
18256,-116.304,33.778,17,04,1980,no,Brassica tournefortii Gouan,108,POINT (-116.304 33.778),7
18258,-116.583,33.875,29,04,1968,no,Brassica tournefortii Gouan,120,POINT (-116.583 33.875),7
18259,-116.278,35.098,13,03,1998,no,Brassica tournefortii Gouan,72,POINT (-116.278 35.098),7
18260,-115.917,33.094,08,04,1980,no,Brassica tournefortii Gouan,99,POINT (-115.917 33.094),7
18261,-121.409,38.542,05,02,2014,no,Brassica tournefortii Gouan,36,POINT (-121.409 38.542),2
18262,-121.409,38.542,05,02,2014,no,Brassica tournefortii Gouan,36,POINT (-121.409 38.542),2
18263,-121.536,38.581,04,01,2011,no,Brassica tournefortii Gouan,4,POINT (-121.536 38.581),2
18265,-116.65,33.967,28,05,1980,no,Brassica tournefortii Gouan,149,POINT (-116.65 33.967),7
18266,-115.886,33.175,22,02,1966,no,Brassica tournefortii Gouan,53,POINT (-115.886 33.175),7
18267,-116.515,33.89,22,02,1966,no,Brassica tournefortii Gouan,53,POINT (-116.515 33.89),7
18268,-115.767,32.783,09,02,2006,no,Brassica tournefortii Gouan,40,POINT (-115.767 32.783),7
18269,-117.183,33.525,30,01,1988,no,Brassica tournefortii Gouan,30,POINT (-117.183 33.525),6
18270,-116.642,33.925,16,04,1980,no,Brassica tournefortii Gouan,107,POINT (-116.642 33.925),7
18271,-117.317,33.983,18,01,1988,no,Brassica tournefortii Gouan,18,POINT (-117.317 33.983),6
18272,-115.044,33.603,18,02,1998,no,Brassica tournefortii Gouan,49,POINT (-115.044 33.603),7
18273,-117.234,34.037,11,02,1988,no,Brassica tournefortii Gouan,42,POINT (-117.234 34.037),6
18274,-115.154,33.048,08,04,2010,no,Brassica tournefortii Gouan,98,POINT (-115.154 33.048),7
18275,-115.154,33.048,08,04,2010,no,Brassica tournefortii Gouan,98,POINT (-115.154 33.048),7
18276,-115.767,32.783,09,02,2006,no,Brassica tournefortii Gouan,40,POINT (-115.767 32.783),7
18277,-115.917,33.667,03,04,2001,no,Brassica tournefortii Gouan,93,POINT (-115.917 33.667),7
18278,-116.642,33.944,12,04,2010,no,Brassica tournefortii Gouan,102,POINT (-116.642 33.944),7
18279,-115.913,33.616,18,03,1973,no,Brassica tournefortii Gouan,77,POINT (-115.913 33.616),7
18280,-116.694,33.892,11,03,2016,no,Brassica tournefortii Gouan,71,POINT (-116.694 33.892),7
18281,-116.104,33.075,13,04,1975,no,Brassica tournefortii Gouan,103,POINT (-116.104 33.075),7
18282,-116.1,32.675,27,03,2015,no,Brassica tournefortii Gouan,86,POINT (-116.1 32.675),7
18283,-117.146,32.811,19,03,2008,no,Brassica tournefortii Gouan,79,POINT (-117.146 32.811),6
18284,-116.45,33.114,06,04,2002,no,Brassica tournefortii Gouan,96,POINT (-116.45 33.114),7
18285,-116.225,32.84,28,02,1998,no,Brassica tournefortii Gouan,59,POINT (-116.225 32.84),7
18286,-116.027,32.748,06,03,1988,no,Brassica tournefortii Gouan,66,POINT (-116.027 32.748),7
18289,-116.011,32.764,13,03,1992,no,Brassica tournefortii Gouan,73,POINT (-116.011 32.764),7
18297,-115.099,32.709,11,03,2008,no,Brassica tournefortii Gouan,71,POINT (-115.099 32.709),7
18299,-117.352,34.063,08,02,1973,no,Brassica tournefortii Gouan,39,POINT (-117.352 34.063),6
18300,-120.815,35.328,12,04,2014,no,Brassica tournefortii Gouan,102,POINT (-120.815 35.328),4
18301,-120.823,35.334,25,02,2014,no,Brassica tournefortii Gouan,56,POINT (-120.823 35.334),4
18302,-120.67,35.263,02,03,2016,no,Brassica tournefortii Gouan,62,POINT (-120.67 35.263),4
18303,-120.67,35.263,02,03,2016,no,Brassica tournefortii Gouan,62,POINT (-120.67 35.263),4
18304,-120.614,35.099,05,11,2011,no,Brassica tournefortii Gouan,309,POINT (-120.614 35.099),4
18305,-117.18,33.932,30,03,1995,no,Brassica tournefortii Gouan,89,POINT (-117.18 33.932),6
18306,-120.567,35.055,07,04,2010,no,Brassica tournefortii Gouan,97,POINT (-120.567 35.055),4
18307,-121.234,35.996,07,01,2010,no,Brassica tournefortii Gouan,7,POINT (-121.234 35.996),4
18308,-116.184,33.153,19,03,1979,no,Brassica tournefortii Gouan,78,POINT (-116.184 33.153),7
18309,-120.617,35.03,13,05,1975,no,Brassica tournefortii Gouan,133,POINT (-120.617 35.03),4
18310,-120.824,35.313,09,02,1985,no,Brassica tournefortii Gouan,40,POINT (-120.824 35.313),4
18311,-117.234,34.037,11,02,1988,no,Brassica tournefortii Gouan,42,POINT (-117.234 34.037),6
18312,-115.912,33.621,09,02,2011,no,Brassica tournefortii Gouan,40,POINT (-115.912 33.621),7
18313,-117.317,33.983,18,01,1988,no,Brassica tournefortii Gouan,18,POINT (-117.317 33.983),6
18314,-116.601,33.885,02,02,2011,no,Brassica tournefortii Gouan,33,POINT (-116.601 33.885),7
18315,-120.514,34.729,30,03,1998,no,Brassica tournefortii Gouan,89,POINT (-120.514 34.729),6
18316,-120.827,35.33,13,03,2009,no,Brassica tournefortii Gouan,72,POINT (-120.827 35.33),4
18321,-116.161,32.825,03,03,2013,no,Brassica tournefortii Gouan,62,POINT (-116.161 32.825),7
18344,-116.324,33.293,16,03,1985,no,Brassica tournefortii Gouan,75,POINT (-116.324 33.293),7
18658,-115.681,34.106,17,02,2014,no,Brassica tournefortii Gouan,48,POINT (-115.681 34.106),7
18695,-116.119,33.005,24,03,1974,no,Brassica tournefortii Gouan,83,POINT (-116.119 33.005),7
18696,-116.278,35.098,13,03,1998,no,Brassica tournefortii Gouan,72,POINT (-116.278 35.098),7
18895,-116.156,32.927,27,01,2016,no,Brassica tournefortii Gouan,27,POINT (-116.156 32.927),7
18896,-116.4,33.85,09,03,1995,no,Brassica tournefortii Gouan,68,POINT (-116.4 33.85),7
18897,-115.796,33.097,24,03,1974,no,Brassica tournefortii Gouan,83,POINT (-115.796 33.097),7
18898,-116.112,33.027,24,03,1974,no,Brassica tournefortii Gouan,83,POINT (-116.112 33.027),7
18903,-114.501,34.042,20,03,2010,no,Brassica tournefortii Gouan,79,POINT (-114.501 34.042),7
18921,-116.379,33.777,06,11,2016,no,Brassica tournefortii Gouan,311,POINT (-116.379 33.777),7
18922,-116.165,32.98,04,02,2016,no,Brassica tournefortii Gouan,35,POINT (-116.165 32.98),7
18949,-114.826,34.026,01,04,2010,no,Brassica tournefortii Gouan,91,POINT (-114.826 34.026),7
18950,-116.684,33.892,07,01,1988,no,Brassica tournefortii Gouan,7,POINT (-116.684 33.892),7
18951,-117.235,34.037,11,02,1988,no,Brassica tournefortii Gouan,42,POINT (-117.235 34.037),6
18952,-115.099,32.709,11,03,2008,no,Brassica tournefortii Gouan,71,POINT (-115.099 32.709),7
18953,-116.298,33.775,17,03,2008,no,Brassica tournefortii Gouan,77,POINT (-116.298 33.775),7
18954,-116.098,33.282,12,03,2008,no,Brassica tournefortii Gouan,72,POINT (-116.098 33.282),7
19119,-116.498,33.132,02,03,2016,no,Brassica tournefortii Gouan,62,POINT (-116.498 33.132),7
19262,-116.911,34.92,01,04,2015,no,Brassica tournefortii Gouan,91,POINT (-116.911 34.92),7
19269,-117.5,34.617,24,03,1996,no,Brassica tournefortii Gouan,84,POINT (-117.5 34.617),7
19274,-117.175,34.013,27,12,2016,no,Brassica tournefortii Gouan,362,POINT (-117.175 34.013),6
19354,-117.24,32.667,23,02,2015,no,Brassica tournefortii Gouan,54,POINT (-117.24 32.667),6
19355,-116.794,36.351,04,03,2004,no,Brassica tournefortii Gouan,64,POINT (-116.794 36.351),7
19356,-114.643,34.248,05,04,2003,no,Brassica tournefortii Gouan,95,POINT (-114.643 34.248),7
19357,-114.521,34.126,19,03,2003,no,Brassica tournefortii Gouan,78,POINT (-114.521 34.126),7
19358,-114.49,34.096,05,02,2004,no,Brassica tournefortii Gouan,36,POINT (-114.49 34.096),7
19359,-114.296,34.174,29,03,2004,no,Brassica tournefortii Gouan,89,POINT (-114.296 34.174),7
19360,-114.391,34.181,29,03,2004,no,Brassica tournefortii Gouan,89,POINT (-114.391 34.181),7
19361,-114.231,34.296,29,03,2004,no,Brassica tournefortii Gouan,89,POINT (-114.231 34.296),7
19362,-120.592,35.072,13,03,2004,no,Brassica tournefortii Gouan,73,POINT (-120.592 35.072),4
19363,-117.442,34.017,04,04,2003,no,Brassica tournefortii Gouan,94,POINT (-117.442 34.017),6
19364,-114.8,33.592,15,03,2010,no,Brassica tournefortii Gouan,74,POINT (-114.8 33.592),7
19365,-114.4,34.305,15,03,2004,no,Brassica tournefortii Gouan,75,POINT (-114.4 34.305),7
19366,-116.551,33.833,20,02,1974,no,Brassica tournefortii Gouan,51,POINT (-116.551 33.833),7
19367,-115.911,32.773,19,03,1985,no,Brassica tournefortii Gouan,78,POINT (-115.911 32.773),7
19369,-114.228,34.202,01,03,2003,no,Brassica tournefortii Gouan,60,POINT (-114.228 34.202),7
19370,-114.56,34.171,17,03,2003,no,Brassica tournefortii Gouan,76,POINT (-114.56 34.171),7
19371,-121.234,35.996,07,01,2010,no,Brassica tournefortii Gouan,7,POINT (-121.234 35.996),4
19372,-116.4,33.85,09,03,1995,no,Brassica tournefortii Gouan,68,POINT (-116.4 33.85),7
19373,-118.433,33.933,04,12,1987,no,Brassica tournefortii Gouan,338,POINT (-118.433 33.933),6
19374,-116.65,33.967,28,05,1980,no,Brassica tournefortii Gouan,149,POINT (-116.65 33.967),7
19375,-117.198,33.624,24,05,2006,no,Brassica tournefortii Gouan,144,POINT (-117.198 33.624),6
19376,-115.649,34.983,24,05,2007,no,Brassica tournefortii Gouan,144,POINT (-115.649 34.983),7
